Hashtags,Fecha,Texto,Usuario,Followers,Respuestas,Retweets,Likes,Citados,Vistas,Idioma
"['Vocesomunitarias', 'Lima', 'Mujeres', 'DíaDeLaMujer', '8M', '8M2023']",2023-03-08 19:53:10+00:00,"Fotos: Valia Aguirre
#Vocesomunitarias #Lima #Mujeres #DíaDeLaMujer #8M #8M2023 https://t.co/BOiaDbFxcq",WaykaPeru,199508,2,18,47,0,1827.0,es
"['Vocesomunitarias', 'Lima', 'Mujeres', 'DíaDeLaMujer', '8M', '8M2023']",2023-03-08 19:53:09+00:00,"Fotos: Valia Aguirre
#Vocesomunitarias #Lima #Mujeres #DíaDeLaMujer #8M #8M2023 https://t.co/I0MYJIYHZv",WaykaPeru,199508,3,23,60,0,2222.0,es
"['LasResentidas', '8M2023', 'PláticaDeResentidas', 'MujeresEnResistencia', '8DeMarzo']",2023-03-08 13:13:02+00:00,¿Cuándo fue la primera vez que escuchaste sobre el ABORTO? En un día de lucha por la igualdad y la decisión sobre nuestros propios cuerpos #LasResentidas recibimos el #8M2023 conversando sin tabúes del aborto y nuestras experiencias alrededor del tema. Escucha esta #PláticaDeResentidas  👉 https://t.co/KztGQAHyAQ #MujeresEnResistencia #8DeMarzo @promsex @ManuelaRamos @DemusPeru  @MujerDispara @crESIendoperu,WaykaPeru,199508,26,21,48,1,4578.0,es
"['VocesComunitarias', 'DíaDeLaMujer']",2023-03-09 23:18:03+00:00,"En sus consignas, las lideresas campesinas agitaban ""lo que es malo para la democracia, es malo para las mujeres"". 
Las acciones de protesta continuarán hasta este sábado 11 de marzo. #VocesComunitarias #DíaDeLaMujer 
📸 Wilson Chilo https://t.co/pC2yHnlYrf",WaykaPeru,199553,1,20,39,0,1560.0,es
"['CUSCO', '8M', 'DiaDeLaMujer']",2023-03-09 23:13:52+00:00,"#CUSCO | Colectivos de Cusco, Canchis y Quispicanchi se movilizaron en el marco del #8M, exigiendo respeto a los derechos de los mujeres que protestan y contra los feminicidios en la región. Tres son las mujeres asesinadas en lo que va del año. #DiaDeLaMujer 

📸 Wilson Chilo https://t.co/qSiMKwn9Km",WaykaPeru,199553,3,60,161,0,4151.0,es
"['VocesComunitarias', 'DiaDeLaMujer']",2023-03-09 02:49:47+00:00,"Es la primera vez que participa la organización de mujeres de Morrope, quienes denuncian violencia del Estado por no atender sus denuncias por consumo de agua contaminada con metales tóxicos. #VocesComunitarias #DiaDeLaMujer 

📸 Martín López https://t.co/Gjkt2bjqlO",WaykaPeru,199554,6,20,43,0,1571.0,es
"['WaykaEnLambayeque', 'VocesComunitarias', 'DiaDeLaMujer']",2023-03-09 02:47:57+00:00,"#WaykaEnLambayeque | Mujeres y disidencias en Chiclayo participan de movilización por el Día Internacional de la Mujer, donde marcharon contra la violencia machista que existe en la región y el régimen de Dina Boluarte. #VocesComunitarias #DiaDeLaMujer 

📸 Martín López https://t.co/1lY3UuZKfd",WaykaPeru,199554,11,56,139,2,4510.0,es
"['VocesComunitarias', 'DiaDeLaMujer']",2023-03-08 22:37:02+00:00,"@ZintiaFL También se solidarizaron con la lucha de las mujeres indígenas que marchan contra el régimen de Dina Boluarte. #VocesComunitarias #DiaDeLaMujer 

📸 @ZintiaFL https://t.co/tTLMdOu7at",WaykaPeru,199557,0,6,21,0,1178.0,es
"['AREQUIPA', 'cordeleada', 'DiaDeLaMujer', 'VocesComunitarias']",2023-03-08 22:34:52+00:00,"#AREQUIPA | Mujeres, adolescentes y niñas participan en la #cordeleada feminista que recoge reclamos y pedidos sobre la situación de la mujer en Perú. A través de carteles llaman a detener la violencia machista y patriarcal. #DiaDeLaMujer  #VocesComunitarias

📸 @ZintiaFL https://t.co/LBgc9uJudO",WaykaPeru,199557,5,27,67,0,2732.0,es
"['AREQUIPA', 'VocesComunitarias', 'DiaDeLaMujer']",2023-03-08 22:20:25+00:00,"#AREQUIPA | Diversas organizaciones y mujeres autoconvocadas se reúnen en la plaza España. Reclaman justicia para víctimas de feminicidio. En la región ya son 4 mujeres asesinadas en los dos primeros meses del año. #VocesComunitarias #DiaDeLaMujer

🎥 Zintia Fernández https://t.co/AKwx7eGE6p",WaykaPeru,199557,8,57,114,1,3323.0,es
"['8DeMarzo', 'Lima']",2023-03-08 18:02:44+00:00,"#8DeMarzo | 👉Según estudio realizado por Centrum @pucp el 2023, en #Lima las mujeres entre los 20 y 29 años dedican tres horas más que los hombres de su mismo rango etario a labores relacionadas al hogar. (1/2) https://t.co/l44CFgLa8e",WaykaPeru,199564,10,26,56,0,3032.0,es
['ATENCIÓN'],2023-03-07 17:44:04+00:00,"#ATENCIÓN | 'Ninguna mujer con Dina' es una de las principales consignas de mujeres organizadas en el marco del Día Internacional de la Mujer, que se conmemora cada 8 de marzo. Arequipa, Cusco, Puno, Piura, Tacna, Huánuco, Huancayo, Ucayali, Tacna, Lima, entre otras regiones han anunciado movilizaciones, plantones y actos artísticos para denunciar la violencia machista y la represión durante las protestas en el actual régimen.",WaykaPeru,199568,375,428,1075,28,58219.0,es
['8M2023'],2023-03-09 08:16:00+00:00,"“El enconamiento, la ruptura y la división de Podemos y el PSOE ha dejado en shock la discusión de los temas fundamentales de la agenda feminista”, escribe @Pevelasco tras el #8M2023 
https://t.co/pBCxF35Y96",jesusmarana,450321,0,6,17,2,3428.0,es
['8M2023'],2023-03-08 20:32:33+00:00,"Importante e ilusionante la cantidad de gente joven que llena la Gran Vía de Madrid, desde Cibeles a Plaza de España.
#8M2023 https://t.co/ZtiMWXvtzi",jesusmarana,450321,171,346,1552,14,39258.0,es
['8M2023'],2023-03-08 20:04:56+00:00,"Pues no cabe un alma en la Gran Vía de Madrid. El movimiento feminista sigue muy muy vivo, pese a quienes intentan dividir. #8M2023 https://t.co/iTbGquekVZ",jesusmarana,450321,625,697,3517,48,213967.0,es
['8M2023'],2023-03-08 08:38:00+00:00,"#8M2023 
Mujeres conversan sobre el 'sí es sí': ""Hemos conseguido algo muy importante, pero la polémica lo ha empañado"".
Por @SabelaRulinha 
https://t.co/f97VKhu5lJ",jesusmarana,450321,5,15,39,2,2641.0,es
['8M2023'],2023-03-07 08:40:00+00:00,"#8M2023 
Por qué sigue siendo más fácil contar a una amiga que te han violado que presentarse en comisaría.
Por @SabelaRulinha 
https://t.co/1wwdQnUCDM",jesusmarana,450322,6,36,101,6,6670.0,es
['8DeMarzo'],2023-03-08 15:11:54+00:00,Donde están las sororas de este gobierno defendiendo a la periodista de este Machirulo ??? ✌🏼 #8DeMarzo feliz dia 😬 https://t.co/rp5GV6iadQ,AmelieGranata,2199514,577,760,2388,74,145031.0,es
"['InternationalWomensDay', 'DiaInternacionalDeLaMujer']",2023-03-08 14:17:08+00:00,A todas mis hermanas y mujeres triple M… Feliz día!! #InternationalWomensDay  #DiaInternacionalDeLaMujer,shakira,53918915,1104,4975,65978,274,2696067.0,es
['8M2023'],2023-03-08 11:20:00+00:00,"Desde PACMA queremos rendir hoy con las palabras de @yolanda_morpe un especial homenaje a las mujeres activistas que se dejan la piel cada día por los animales y por el medio ambiente. Ellas impulsan este movimiento imparable. 

Gracias por hacer que la sociedad avance 💜 #8M2023 https://t.co/1ZYL6B6CB8",PartidoPACMA,219581,25,77,213,1,18639.0,es
['8M2023'],2023-03-08 08:10:00+00:00,"✊ ¡Ni oprimidas ni opresoras!

Luchamos por un feminismo antiespecista, de todas y para todas, sin distinciones 💜 #8M2023 https://t.co/R5yupn1RrK",PartidoPACMA,219581,2058,517,1423,2632,2335663.0,es
"['8M2023', 'LoPersonalEsPolítico']",2023-03-08 20:49:04+00:00,"Gracias, @VickyDavilaH por darnos este espacio y ayudarnos a contar por qué las mujeres calladitas, no nos vemos más bonitas. 
#8M2023 
#LoPersonalEsPolítico 

https://t.co/I0O0PoXqJt",diamaov,95884,89,27,148,6,18980.0,es
['8M2023'],2023-03-08 16:21:40+00:00,"A veces @quinterocalle parece muy sentimental.
#8M2023 https://t.co/fTwn6zVxnr",diamaov,95884,419,21,283,17,41645.0,es
['8M2023'],2023-03-08 15:13:09+00:00,"¡Hombre tenía que ser! Deje de llamar la atención @EnriquePenalosa y dedíquese mejor a su familia. 
#8M2023",diamaov,95884,150,62,274,9,26975.0,es
['8M2023'],2023-03-08 14:17:12+00:00,"¡Oye, @LafaurieCabal! Calladito te ves más bonito.
#8M2023",diamaov,95884,185,40,426,15,49051.0,es
['8M2023'],2023-03-08 13:34:41+00:00,"A diferencia de Juan Manuel Santos y Julio César Turbay, a usted @AlvaroUribeVel se le subió el poder a la cabeza y no conserva su lugar. 
#8M2023 https://t.co/3cJsY5ANS4",diamaov,95884,178,42,178,10,16347.0,es
['8M2023'],2023-03-08 13:16:16+00:00,"Como ejercicio pedagógico, voy a dedicar algunos de los trinos y comentarios más machistas que me han hecho.
#8M2023",diamaov,95884,165,45,399,6,81396.0,es
"['SaveTheDateSCMx', 'DíaInternacionalDeLaMujer', 'DíaDeLaMujer', '8M']",2023-03-09 17:30:28+00:00,"E S      H O Y

#SaveTheDateSCMx

Conmemoración del #DíaInternacionalDeLaMujer, con Alessandra Rojo de la Vega @AlessandraRdlv y Vanessa Bauche @VanessaBauche

#DíaDeLaMujer #8M 

Jueves  9/Marzo, 6pm CDMX 

Por favor compártelo, gracias.

Somos @SocCivilMx 

https://t.co/9NQkWrH2UX",SocCivilMx,217450,0,9,15,0,1638.0,es
"['SaveTheDateSCMx', 'DíaInternacionalDeLaMujer', 'DíaDeLaMujer', '8M', 'ForoSCMx']",2023-03-09 01:32:26+00:00,"ES MAÑANA

#SaveTheDateSCMx

Conmemoración del #DíaInternacionalDeLaMujer, con Alessandra Rojo de la Vega @AlessandraRdlv y Vanessa Bauche @VanessaBauche

#DíaDeLaMujer #8M 

Jueves  9/Marzo, 6pm CDMX 

Por favor compártelo, gracias.

#ForoSCMx

https://t.co/kc2FEZe22S",SocCivilMx,217450,0,13,17,1,3917.0,es
"['DiaInternacionalDeLaMujer', '8M']",2023-03-08 19:17:35+00:00,"Importante mensaje de la Ministra Norma Lucía Piña Hernández, con motivo del #DiaInternacionalDeLaMujer #8M 

Por favor compártelo, gracias. https://t.co/AbquWit3fU",SocCivilMx,217455,126,1701,3175,50,85147.0,es
"['SaveTheDateSCMx', 'DíaInternacionalDeLaMujer', 'DíaDeLaMujer', '8M', 'ForoSCMx']",2023-03-05 19:56:16+00:00,"#SaveTheDateSCMx

I M P E R D I B L E

Conmemoración del #DíaInternacionalDeLaMujer, con Alessandra Rojo de la Vega @AlessandraRdlv y Vanessa Bauche @VanessaBauche

#DíaDeLaMujer #8M 

Jueves  9/Marzo, 6pm CDMX 

Por favor compártelo, gracias.

#ForoSCMx

https://t.co/kc2FEZe22S",SocCivilMx,217464,2,27,50,1,11904.0,es
"['8DeMarzo', 'NoEstasSola']",2023-03-06 14:51:22+00:00,"#8DeMarzo 

Ministra Presidenta @SCJN Norma Lucía Piña Hernández
 
#NoEstasSola https://t.co/PotbjRFTqP",SocCivilMx,217716,725,2398,7430,89,145138.0,es
"['SIBISO', '8M2023']",2023-03-08 15:00:00+00:00,"¡Las mujeres de la Ciudad rompemos brecha! 🧏🏽‍♀️♀️

Sabe que en la #SIBISO cuentas con una red de mujeres aliadas trabajando por tu bienestar.

Estamos aquí para ti. 🫶🏼
#8M2023
@Claudiashein
@erika_jurez
@INED_CDMX 
@CDMX_IAPP 
@indiscapacidad_ 
@DIFCDMX 
@InjuveCDMX 
@SeMujeres https://t.co/GOxg1gJH1y",CDMX_SIBISO,115296,337,997,1072,108,12809.0,es
['8M'],2023-03-07 18:22:17+00:00,mañana es 8 de marzo y yo veo a mi ex muy tranquilo #8M https://t.co/lVbXsxmRML,barbieguerreroo,9460,353,4011,44938,589,3275178.0,es
"['8Marzo', 'JuliaOtero', 'DiaInternacionalDeLaMujer']",2023-03-06 13:07:19+00:00,"Rocío Carrasco regresa a la televisión con ‘Días de Tele’ en un programa especial por el 8M 

#8Marzo #JuliaOtero #DiaInternacionalDeLaMujer 
https://t.co/HjevVbnFSY",ElHuffPost,588291,2,1,7,0,3868.0,es
"['8M2023', 'DiaDeLasMujeres']",2023-03-09 07:24:00+00:00,"¿Qué significa la bandera del hacha de las feministas que boicotearon el acto de Irene Montero? 

#8M2023 #DiaDeLasMujeres
 https://t.co/Lq0bjnt7hY",ElHuffPost,588291,3,1,0,0,3387.0,es
"['8M2023', 'DiaDeLaMujer']",2023-03-09 02:20:00+00:00,"Isabel Rodríguez publica una foto por el #8M2023  y todo el mundo cae en esta notable (¿y deliberada?) ausencia

#DiaDeLaMujer
https://t.co/njNnyIXuyE",ElHuffPost,588291,0,0,0,0,2344.0,es
"['8M2023', 'DiaDeLasMujeres']",2023-03-09 01:03:57+00:00,"¿Qué significa la bandera del hacha de las feministas que boicotearon el acto de Irene Montero? 

#8M2023 #DiaDeLasMujeres
 https://t.co/Lq0bjntF7w",ElHuffPost,588291,0,0,3,0,2340.0,es
['8M2023'],2023-03-08 22:23:00+00:00,"El feminismo cubre de morado toda España el #8M2023 con una imagen de relativa unidad entre Podemos y PSOE, pese a las discrepancias sociales evidenciadas en varias manifestaciones alternativas.

Por @MILA_fernandez5 @nachogallello y @FdezMMiguel https://t.co/45CC27ODQK",ElHuffPost,588292,0,3,5,0,3939.0,es
['8M2023'],2023-03-08 21:50:33+00:00,"""Lo contrario a feminismo es ignorancia"": las mejores proclamas que deja el #8M2023 
 https://t.co/HCC61yuBgC",ElHuffPost,588292,2,3,19,0,5012.0,es
"['8DeMarzo', '8M2023']",2023-03-08 21:29:11+00:00,Madrid se echa a las calles por el 8M #8DeMarzo #8M2023 https://t.co/vD89NPMja3,ElHuffPost,588292,4,7,32,0,8165.0,es
['8M2023'],2023-03-08 21:05:30+00:00,"La crónica del #8M2023: la división del feminismo se queda en el Congreso y suma en la calle
🖊️@MILA_fernandez5, @nachogallello y @FdezMMiguel 
📹@patodonohoe, @sergiglezbueno y Aurora Pascual https://t.co/45CC27ODQK https://t.co/4Ye4C1so8Z",ElHuffPost,588292,0,5,14,1,5582.0,es
"['8DeMarzo', '8M2023']",2023-03-08 20:17:14+00:00,La manifestación del 8M en Madrid llega a Gran Vía #8DeMarzo #8M2023 https://t.co/TTAa4Nm5WB,ElHuffPost,588292,4,8,37,0,8465.0,es
"['8DeMarzo', '8M2023']",2023-03-08 20:01:29+00:00,"""Soy dominicana, y las tres mariposas que no llegaron a casa son las tres hermanas Mirabal, que fueron asesinadas durante la dictadura de Trujillo (en la República Dominicana), por ir a visitar a sus maridos, que eran presos políticos de la dictadura"" #8DeMarzo #8M2023 https://t.co/XHsjsHsufW",ElHuffPost,588292,2,12,56,1,6894.0,es
"['8DeMarzo', '8M2023']",2023-03-08 19:26:21+00:00,🔴 Sigue en directo la marcha por el 8M en Madrid #8DeMarzo #8M2023 https://t.co/OCbTmBFqb6,ElHuffPost,588292,3,3,15,0,4718.0,es
"['8DeMarzo', '8M2023']",2023-03-08 19:08:53+00:00,El colectivo de mujeres laicas hacen una quema simbólicas de velos #8DeMarzo #8M2023 https://t.co/CqnvA6DbWM,ElHuffPost,588292,5,1,8,1,5034.0,es
"['8DeMarzo', '8M2023']",2023-03-08 18:58:49+00:00,"El colectivo de mujeres laicas originarias de contextos musulmanes hacen una quema simbólicas de velos al tiempo que claman contra los talibanes: ""Talibán, cabrón, el velo es opresión"" #8DeMarzo #8M2023 https://t.co/cMEK9uZjvj",ElHuffPost,588292,5,9,46,3,5991.0,es
['8M2023'],2023-03-08 18:56:00+00:00,"#8M2023: Celebrar, educar y seguir luchando, por @Pilar_Alegria

https://t.co/5lIVuCHIzo",ElHuffPost,588292,0,0,3,0,3251.0,es
"['8DeMarzo', '8M2023']",2023-03-08 18:35:45+00:00,"Irene Montero, Lilith Verstrynge y Ángela Rodríguez 'Pam' en la cabecera de la marcha de Podemos, acompañadas por el grito de ""Sí se puede"" #8DeMarzo #8M2023 https://t.co/TzKGAuKSRQ",ElHuffPost,588292,25,14,49,2,15335.0,es
"['8DeMarzo', '8M2023']",2023-03-08 18:27:36+00:00,"Asistente de la manifestación abolicionista: ""Las personas trans tienen un día para luchar, que es el día del orgullo LGTBI. Apoyo mucho su causa, pero creo que el 8M no es su día. Como mitad de población nos merecemos un día y que no nos lo roben"" #8DeMarzo #8M2023 https://t.co/KJQzvNalye",ElHuffPost,588292,347,412,1587,797,777875.0,es
"['8DeMarzo', '8M2023']",2023-03-08 18:24:13+00:00,"Una asistente en la manifestación abolicionista: ""Esta es la manifestación que tiene en cuenta el sexo y que tiene las bases del corpus teórico del feminismo, la que realmente representa el feminismo"" #8DeMarzo #8M2023 https://t.co/aazxwyBGkj",ElHuffPost,588292,14,3,21,0,19726.0,es
['8M2023'],2023-03-08 18:05:24+00:00,"El #8M2023, en directo https://t.co/awaYFakR6F https://t.co/Ot6H1n80sm",ElHuffPost,588292,0,1,5,0,3747.0,es
"['8DeMarzo', '8M2023']",2023-03-08 17:59:32+00:00,🔴 Sigue en directo la marcha por el 8M en Madrid #8DeMarzo #8M2023 https://t.co/OCbTmBFqb6,ElHuffPost,588292,0,3,4,0,3211.0,es
"['8DeMarzo', '8M2023']",2023-03-08 17:57:07+00:00,"Otra de las pancartas de la manifestación abolicionista, acompañada con lemas contra las personas trans. ""Ser mujer no es un sentimiento"", corean #8DeMarzo #8M2023 https://t.co/lvv2dBeoJB",ElHuffPost,588292,2,2,4,0,5372.0,es
"['8DeMarzo', '8M2023']",2023-03-08 17:56:15+00:00,"Vista elevada de la manifestación abolicionista convocada por la Plataforma Feminista de Madrid, que reúne a centenares de personas #8DeMarzo #8M2023 https://t.co/pPvRa8pr97",ElHuffPost,588292,4,13,14,0,6899.0,es
['8M2023'],2023-03-08 10:10:09+00:00,"Mujeres musulmanas alzan la voz en el #8M2023: ""Antes nos llenábamos la boca diciendo que éramos feministas y ahora nos retractamos"". Por @javierescarting  https://t.co/32hLYeLqJf",ElHuffPost,588289,0,6,9,1,2729.0,es
"['8M2023', 'DiaDeLaMujer']",2023-03-08 06:12:05+00:00,"Salarios, roles, pensiones y otros datos que muestran la desigualdad de género en España, por @nachogallello

#8M2023 #DiaDeLaMujer
https://t.co/p5PXMDQaDw",ElHuffPost,588283,3,5,8,0,3752.0,es
['8M2023'],2023-03-08 05:35:51+00:00,"#8M2023: Celebrar, educar y seguir luchando, por @Pilar_Alegria

https://t.co/5lIVuCHIzo",ElHuffPost,588283,0,1,9,0,3554.0,es
['8M2023'],2023-03-08 05:19:57+00:00,"EN PORTADA

Dividido social y políticamente: así llega el feminismo al #8M2023. Por @Pablo__Machuca 

https://t.co/ySfxqPWHxm https://t.co/w950xURegu",ElHuffPost,588283,0,0,3,1,3448.0,es
['8M2023'],2023-03-07 04:40:00+00:00,Rocío Carrasco regresa a la televisión con ‘Días de Tele’ en un programa especial por el #8M2023 https://t.co/HjevVbodIw,ElHuffPost,588282,0,0,4,0,3090.0,es
['8M'],2023-03-08 09:23:00+00:00,"Día de la Mujer: las diez películas feministas que ver en Netflix, HBO, Prime Video, Movistar+... para el 8 de marzo y para el resto del año. Dale al play de la mano de @cristivaldi #8M

https://t.co/1Sbg4nXmML",ElHuffPost,588238,0,2,3,0,2398.0,es
['8M'],2023-03-08 09:16:00+00:00,"8 canciones feministas para el Día de la Mujer. La selección de @AnaRoc23 para este #8M

https://t.co/A1pxCxMVjD",ElHuffPost,588238,0,1,2,0,2381.0,es
"['DiaDeLaMujer', '8M']",2023-03-08 01:20:00+00:00,"Cataluña ofrecerá productos menstruales reutilizables gratuitos. 

El plan busca llegar a 1,8 millones de personas, ha indicado la Generalitat.

#DiaDeLaMujer #8M

https://t.co/GOceyHiviU",ElHuffPost,588240,0,2,3,0,2229.0,es
['8DeMarzo'],2023-03-08 19:15:41+00:00,La azafata de 'La Ruleta de la Suerte' hace este alegato por el #8DeMarzo y se acuerda de Sandra Barneda. Vía @eltelevisero https://t.co/TrG86QcgTQ,ElHuffPost,588242,0,2,6,0,4539.0,es
['8M'],2023-03-08 06:31:16+00:00,"""El 8 de marzo no es celebración, sino lucha y rebelión. El 8 de marzo es esperanza en un mundo mejor"". Con la firma de @SonyaGuerraLpz, secretaria de Políticas Feministas del PSC #8M

https://t.co/nhAlqxIQau",ElHuffPost,588248,1,2,10,1,3491.0,es
"['8M2023', '8march', '8MarchWomensDay', 'DiaDeLaMujer', 'DiaInternacionalDeLaMujer', 'InternationalWomensDay']",2023-03-08 16:44:08+00:00,"Masiva marcha Valparaíso 🫶🏻🌈

¡No estamos todas, faltan las muertas!

 #8M2023 #8march #8MarchWomensDay #DiaDeLaMujer #DiaInternacionalDeLaMujer #InternationalWomensDay https://t.co/ItINutJJjc",vidalcvale,14851,309,45,249,15,29145.0,es
['DiaInternacionalDeLaMujer'],2023-03-08 20:20:35+00:00,Nuestro comandante general Raúl Alfaro Alvarado envía un emotivo mensaje a todas las mujeres peruanas al conmemorarse el #DiaInternacionalDeLaMujer https://t.co/8ZU3kvZlcj,PoliciaPeru,924857,225,38,188,19,29856.0,es
['8DeMarzo'],2023-03-08 16:34:47+00:00,"Hoy #8DeMarzo, conmemoramos el Día Internacional de la Mujer por su lucha y significativo aporte para una sociedad con igualdad de oportunidades. Nuestra mayor admiración a todas las mujeres peruanas por ser sinónimo de liderazgo, lucha y entrega. https://t.co/IxUeV5FVnx",PoliciaPeru,925232,380,93,776,35,72973.0,es
['8DeMarzo'],2023-03-08 13:47:09+00:00,"Nuestro Comandante General Raúl Alfaro Alvarado preside la ceremonia que conmemora a todas las mujeres, haciendo especial énfasis a quienes visten el uniforme policial enalteciendo sus capacidades para afrontar retos en pro de la igualdad, en la Escuela PNP San Bartolo.
#8DeMarzo https://t.co/epDm2xrIUx",PoliciaPeru,925236,70,13,86,2,11297.0,es
"['DíaInternacionalDeLaMujer', 'RepartoEquitativoDeTareas', '8M']",2023-03-06 13:00:02+00:00,"AMLO dice que apoya a las mujeres pero cancela refugios, guarderías, escuelas de tiempo completo y siguen los feminicidios. En el #DíaInternacionalDeLaMujer y todos los días la exigencia es que haya más HECHOS y menos DICHOS. #RepartoEquitativoDeTareas #8M https://t.co/ST919e0n2y",RicardoAnayaC,1063215,2054,2018,5548,78,210598.0,es
"['8M2023', '8M2023PSOE']",2023-03-08 20:31:46+00:00,"💜 Por todas, por las que están y por las que nos abrieron camino.

✊🏽 ¡Que viva la lucha de las mujeres! ✊🏽

#8M2023 
#8M2023PSOE https://t.co/Fj9VvLKvTn",isabelrguez,24444,100,57,206,4,5511.0,es
['8M2023'],2023-03-08 13:17:07+00:00,"🙌¡Espectacular imagen hoy en Fuenlabrada!
Una dosis de energía para seguir trabajando por un futuro con más derechos y libertades para las mujeres.

Gracias, @JavierAyalaO, por invitarme a acompañar a las más de 11.000 mujeres que han salido a la calle para celebrar el #8M2023💜 https://t.co/g0of7V0KK7",isabelrguez,24444,61,74,189,5,7149.0,es
['8M2023'],2023-03-08 09:32:42+00:00,"El movimiento feminista rompe techos de cristal.

El #8M2023 para mí siempre ha sido un día de reivindicación, de celebración y de gratitud hacia las mujeres que nos precedieron. https://t.co/OoOKl3rDc6",isabelrguez,24444,131,39,112,6,6459.0,es
['8M2023'],2023-03-08 08:25:19+00:00,"🌹 Un Gobierno progresista.
💜 Un Gobierno feminista.

✊🏼 Derechos, avances y libertades para las mujeres.

💜 Feliz #8M2023 💜 https://t.co/qsooqtotFC",isabelrguez,24445,1305,130,574,94,58853.0,es
"['8M2023', 'DiaInternacionalDeLaMujer', 'FelizMiercoles']",2023-03-08 13:58:49+00:00,"“La mujer es más maltratada por la civilización que por la naturaleza”. 

Jean Jacques Rousseau (1712-1778). 

#8M2023 
#DiaInternacionalDeLaMujer 

#FelizMiercoles https://t.co/K2uR1swE3w",JLozanoA,853257,507,70,383,35,53208.0,es
"['Tamaulipas', '8M2023', 'DiaDeLasMujeres']",2023-03-08 18:24:18+00:00,"Pues yo no te tengo ni reconocimiento ni respeto. Miserable narco gobernador. Podrás tener muchas mujeres en tu gabinete, pero hay muchas más tamaulipecas desprotegidas por tu incompetencia e indolencia. 

#Tamaulipas 
#8M2023 
#DiaDeLasMujeres",JLozanoA,853273,61,68,272,4,14089.0,es
"['8M2023', 'diadelamujer2023']",2023-03-08 18:19:44+00:00,"Vean, siéntanse orgullosos y compartan. 

¡Bien, Ministra Presidenta!

@SCJN 

#8M2023 
#diadelamujer2023",JLozanoA,853273,85,279,969,2,22373.0,es
"['8M2023', 'DiaDeLaMujer']",2023-03-08 17:00:11+00:00,"🎥 Vamos al aire, como todos los miércoles.

@detonarealnews 
@PlacidoGarza 

#8M2023 
#DiaDeLaMujer https://t.co/Za1TrWvnML",JLozanoA,853274,7,12,45,0,3715.0,es
"['8M2023', 'DiaDeLaMujer']",2023-03-08 16:18:45+00:00,"Madrazos, lo que se dicen madrazos, a ellas. 

@osvaldomonos @elsolde_mexico 

#8M2023 
#DiaDeLaMujer https://t.co/nUBl2uNfz9",JLozanoA,853273,10,23,76,0,4047.0,es
"['8M2023', 'DiaDeLaMujer']",2023-03-08 16:15:16+00:00,"Hoy, ellas dibujan. 

@chavodeltoro @eleconomista 

#8M2023 
#DiaDeLaMujer https://t.co/qwm66OBTlx",JLozanoA,853273,5,13,53,0,3823.0,es
"['8M2023', 'DiaDeLaMujer']",2023-03-08 16:11:08+00:00,"⚠️ A ver si entendí: los violentos son los de “la derecha”, no los delincuentes, no los feminicidas, no los narcotraficantes…

Miserable. Qué horror tener un presidente tan incompetente e indolente. Urge que se largue. 

#8M2023 
#DiaDeLaMujer",JLozanoA,853274,48,63,213,1,8516.0,es
"['8M2023', 'DiaDeLaMujer']",2023-03-08 16:08:53+00:00,"⚠️ A las qué hay que cuidar es a las mujeres. Maldito. 

#8M2023 
#DiaDeLaMujer",JLozanoA,853274,1158,312,1232,62,145887.0,es
"['8M2023', 'DiaDeLaMujer']",2023-03-08 16:05:14+00:00,"Afortunadamente, las cosas comienzan a cambiar con la llegada de Norma Piña. @SCJN 

@MoneroKemchs @El_Universal_Mx 

#8M2023 
#DiaDeLaMujer https://t.co/IvVY6RAYx0",JLozanoA,853274,22,26,107,1,6258.0,es
"['8M2023', 'LopezMaquinaDeOdio']",2023-03-07 18:34:53+00:00,"⚠️ ¡Qué diálogo ni que la chingada! ¡Ningún puente de comunicación entre nosotros! Palacio se respeta y la investidura presidencial -aunque no sirva para un carajo- también se mantiene intocada. Mujeres: a quejarse a otro lado. Aquí ya cerramos. 

#8M2023 
#LopezMaquinaDeOdio",JLozanoA,853281,94,42,151,5,18531.0,es
['DiaDeLaMujer'],2023-03-09 02:47:23+00:00,"En el #DiaDeLaMujer “es un honor estar con Obrador”. 

Todo está dicho.",JLozanoA,853542,69,63,153,3,10985.0,es
"['8M', '8M2023', 'MujeresEnResistencia']",2023-03-09 23:59:05+00:00,"Seguimos resistiendo, seguimos luchando hasta que no nos falte ninguna. #8M #8M2023 #MujeresEnResistencia 

Fotos: Rosa Villafuerte https://t.co/ywOFdIJMWl",ManuelaRamos,24900,1,2,8,0,335.0,es
"['Huancavelica', '8M', 'MujeresEnResistencia', '8M2023']",2023-03-09 20:26:28+00:00,"#Huancavelica
Realizamos el ""Encuentro de mujeres autoridades de la provincia de Acobamba"" con un  taller de fortalecimiento.
#8M #MujeresEnResistencia #8M2023 https://t.co/FiLHCRPMKv",ManuelaRamos,24900,0,8,16,0,588.0,es
"['Puno', '8M', 'MujeresEnResistencia', '8M2023']",2023-03-09 20:00:00+00:00,"#Puno
Las socias de los bancos comunales participaron en actividades por el reconocimiento de sus derechos, en el marco del #8M
#MujeresEnResistencia #8M2023 https://t.co/Ft4H7eLZPy",ManuelaRamos,24900,1,3,11,0,506.0,es
